q_size,static,dynamic,dynamic_no_forward
1,200.411,241.487,236.851
2,200.411,179.641,166.754
4,200.411,194.662,155.015
8,200.411,131.34,96.2705
16,200.411,73.2868,62.2387
32,200.411,0,40.6403
64,200.411,0,29.4858
