q_size,static,dynamic,dynamic_no_forward
1,195.102,225.379,226.597
2,195.102,156.123,169.277
4,195.102,159.363,159.689
8,195.102,263.989,165.837
16,195.102,372.611,165.928
32,195.102,0,166.851
64,195.102,0,201.614
