q_size,static,dynamic,dynamic_no_forward
1,237298250,154253250,152204250
2,237298250,148803250,157167250
4,237298250,149615250,158024250
8,237298250,191014250,158036250
16,237298250,288346250,155948250
32,237298250,0,158739250
64,237298250,0,158175250
