q_size,static,dynamic,dynamic_no_forward
1,64.1096,79.5047,81.1595
2,64.1096,69.8844,69.1505
4,64.1096,66.5761,50.2573
8,64.1096,39.8066,31.6158
16,64.1096,0,19.9895
32,64.1096,0,15.8309
64,64.1096,0,18.2433
