q_size,static,dynamic,dynamic_no_forward
1,63.8638,78.7083,80.3919
2,63.8638,69.9027,68.7098
4,63.8638,54.1899,62.9212
8,63.8638,44.7281,64.0292
16,63.8638,59.2831,66.6793
32,63.8638,0,66.0559
64,63.8638,0,74.9333
