q_size,static,dynamic,dynamic_no_forward
1,129118250,121559250,115859250
2,129118250,110453250,104058250
4,129118250,91882250,87028250
8,129118250,66419250,65285250
16,129118250,39095250,46740250
32,129118250,0,33767250
64,129118250,0,31017250
