q_size,static,dynamic,dynamic_no_forward
1,129924.25,119483.25,120324.25
2,129924.25,102816.25,98932.25
4,129924.25,78887.25,78878.25
8,129924.25,56109.25,63525.25
16,129924.25,0,46156.25
32,129924.25,0,27634.25
64,129924.25,0,33279.25
