q_size,static,dynamic,dynamic_no_forward
1,130311250,116558250,119445250
2,130311250,105378250,100184250
4,130311250,82462250,79217250
8,130311250,53972250,49198250
16,130311250,40815250,46148250
32,130311250,0,44300250
64,130311250,0,34899250
