q_size,static,dynamic,dynamic_no_forward
1,128629.25,109760.25,115336.25
2,128629.25,79889.25,92504.25
4,128629.25,66170.25,87085.25
8,128629.25,60775.25,86522.25
16,128629.25,0,87672.25
32,128629.25,0,86418.25
64,128629.25,0,83497.25
