q_size,static,dynamic,dynamic_no_forward
1,127221250,104989250,111597250
2,127221250,76013250,88642250
4,127221250,66883250,81161250
8,127221250,54350250,76590250
16,127221250,43147250,76800250
32,127221250,76568250,81033250
64,127221250,125087250,82819250
