q_size,static,dynamic,dynamic_no_forward
1,183888250,134910250,136770250
2,183888250,91043250,136739250
4,183888250,90043250,134956250
8,183888250,87043250,135269250
16,183888250,83042250,136129250
32,183888250,103490250,137510250
64,183888250,116512250,127427250
