q_size,static,dynamic,dynamic_no_forward
1,80679250,74057250,73817250
2,80679250,58388250,58152250
4,80679250,52641250,52709250
8,80679250,39836250,45864250
16,80679250,32195250,31193250
32,80679250,0,34304250
64,80679250,0,30309250
