q_size,static,dynamic,dynamic_no_forward
1,80600250,87876250,90529250
2,80600250,65100250,65903250
4,80600250,47265250,53767250
8,80600250,39452250,54851250
16,80600250,36681250,57688250
32,80600250,51067250,53352250
64,80600250,83159250,54634250
