q_size,static,dynamic,dynamic_no_forward
1,371.328,483.875,513.971
2,371.328,407.958,412.102
4,371.328,426.81,308.494
8,371.328,218.939,186.648
16,371.328,0,122.515
32,371.328,0,70.1414
64,371.328,0,42.3721
