q_size,static,dynamic,dynamic_no_forward
1,0.364744,0.478718,0.526482
2,0.364744,0.355585,0.394043
4,0.364744,0.437214,0.294405
8,0.364744,0.232512,0.207116
16,0.364744,0,0.160166
32,0.364744,0,0.086849
64,0.364744,0,0.120131
