q_size,static,dynamic,dynamic_no_forward
1,0.371419,0.42891,0.471535
2,0.371419,0.306074,0.379957
4,0.371419,0.346514,0.352301
8,0.371419,0.272935,0.314305
16,0.371419,0,0.34911
32,0.371419,0,0.360344
64,0.371419,0,0.343391
