q_size,static,dynamic,dynamic_no_forward
1,368.015,468.025,497.508
2,368.015,396.479,413.112
4,368.015,417.925,307.602
8,368.015,268.141,195.834
16,368.015,0,125.322
32,368.015,0,73.4216
64,368.015,0,45.8071
