q_size,static,dynamic,dynamic_no_forward
1,354.633,462.249,490.877
2,354.633,390.448,393.107
4,354.633,407.581,295.053
8,354.633,198.44,178.784
16,354.633,0,117.821
32,354.633,0,67.3792
64,354.633,0,41.3713
