q_size,static,dynamic,dynamic_no_forward
1,71168.25,65132.25,62516.25
2,71168.25,59434.25,63681.25
4,71168.25,55525.25,52575.25
8,71168.25,38382.25,43779.25
16,71168.25,0,23779.25
32,71168.25,0,35710.25
64,71168.25,0,35464.25
