q_size,static,dynamic,dynamic_no_forward
1,68495250,69056250,68630250
2,68495250,55205250,57952250
4,68495250,45075250,51917250
8,68495250,35292250,57838250
16,68495250,36938250,53961250
32,68495250,0,52112250
64,68495250,0,55587250
