q_size,static,dynamic,dynamic_no_forward
1,536.586,569.699,625.238
2,536.586,429.981,558.999
4,536.586,607.54,601.918
8,536.586,569.904,609.891
16,536.586,528.032,617.838
32,536.586,437.434,651.96
64,536.586,673.889,711.042
